Open,Close,High,Low,Date
72.51,73.32,73.67,72.32,2/11/2025
71,72.32,72.54,70.81,2/10/2025
70.61,71,71.42,70.47,2/7/2025
71.13,70.61,71.83,70.42,2/6/2025
72.8,71.03,72.97,70.96,2/5/2025
72.39,72.7,73.36,70.67,2/4/2025
74.15,73.16,75.24,72.06,2/3/2025
73.3,72.53,73.87,71.92,01/31/25
72.98,72.73,73.84,72.03,01/30/25
73.95,72.62,74.08,72.33,01/29/25
72.98,73.77,74.3,72.89,01/28/25
74.54,73.17,75.14,72.39,01/27/25
74.4,74.66,75.22,74,01/24/25
75.43,74.62,75.99,74.14,01/23/25
75.89,75.44,76.45,75.28,01/22/25
77.54,75.83,77.85,75.06,01/21/25
78.73,77.88,79.41,77.76,01/17/25
80.3,78.68,80.63,77.88,01/16/25
77.9,80.04,80.78,77.24,01/15/25
78.8,77.5,79.08,77.42,01/14/25
76.54,78.82,79.28,76.54,01/13/25
74.28,76.57,77.86,74.02,1/10/2025
73.34,73.92,74.32,72.85,1/9/2025
74.51,73.32,75.29,73.16,1/8/2025
73.55,74.25,74.53,73.1,1/7/2025
74.06,73.56,74.99,73.19,1/6/2025
73.45,73.96,74.35,72.71,1/3/2025
71.9,73.13,73.73,71.77,1/2/2025
71.13,71.72,72.02,70.87,12/31/24
70.34,70.99,71.55,70.1,12/30/24
69.66,70.6,70.75,69.43,12/27/24
70.33,69.62,70.75,69.33,12/26/24
69.63,70.1,70.42,69.34,12/24/24
69.4,69.24,69.94,68.59,12/23/24
69.27,69.46,69.85,68.43,12/20/24
0,69.38,70.57,69.1,12/19/24
70.34,70.58,71.39,69.88,12/18/24
70.68,70.08,70.93,69.18,12/17/24
71.28,70.71,71.45,70.35,12/16/24
70.01,71.29,71.41,69.88,12/13/24
70.46,70.02,70.72,69.14,12/12/2024
68.43,70.29,70.53,68.43,12/11/2024
68.21,68.59,69.06,67.72,12/10/2024
67.2,68.37,68.88,67.04,12/9/2024
68.43,67.2,68.52,66.99,12/6/2024
68.73,68.3,69.16,67.98,12/5/2024
69.99,68.54,70.51,68.5,12/4/2024
68.15,69.94,70.22,67.91,12/3/2024
68.2,68.1,69.1,67.7,12/2/2024
68.74,68,69.69,67.88,11/29/24
68.96,68.72,69.36,68.18,11/27/24
69.04,68.77,70.18,68.05,11/26/24
71.32,68.94,71.49,68.72,11/25/24
70.12,71.24,71.5,69.29,11/22/24
69.04,70.1,70.38,68.87,11/21/24
0,68.75,69.96,68.64,11/20/24
68.9,69.39,69.67,68.47,11/19/24
66.96,69.16,69.38,65.61,11/18/24
68.64,67.02,68.74,66.81,11/15/24
68.06,68.7,69.39,67.92,11/14/24
67.99,68.43,68.86,66.95,11/13/24
68.19,68.12,69.14,67.73,11/12/2024
70.33,68.04,70.56,67.92,11/11/2024
72.17,70.38,72.35,69.99,11/8/2024
71.91,72.36,72.87,70.65,11/7/2024
71.97,71.69,72.63,69.75,11/6/2024
71.69,71.99,72.67,71.3,11/5/2024
70.02,71.47,71.81,70.02,11/4/2024
70.53,69.49,71.44,69.32,11/1/2024
69.07,69.26,70.81,68.3,10/31/24
67.5,68.61,69.16,67.29,10/30/24
67.99,67.21,68.52,66.72,10/29/24
69.63,67.38,69.63,66.93,10/28/24
70.35,71.78,71.92,69.96,10/25/24
71.04,70.19,72.33,69.75,10/24/24
71.3,70.77,71.72,70.12,10/23/24
0,71.74,72.1,69.35,10/22/24
69.26,70.56,71.01,69.01,10/21/24
70.75,69.22,71.23,68.67,10/18/24
70.65,70.67,71.11,69.45,10/17/24
71.03,70.39,71.3,69.64,10/16/24
71.88,70.58,72.12,69.71,10/15/24
75.24,73.83,75.34,71.82,10/14/24
75.69,75.56,76.05,74.53,10/11/2024
73.36,75.85,76.25,73.27,10/10/2024
73.87,73.24,74.44,71.54,10/9/2024
77.3,73.57,78.48,72.71,10/8/2024
74.56,77.14,77.42,73.6,10/7/2024
73.81,74.38,75.57,73.46,10/4/2024
71.01,73.71,74.09,70.53,10/3/2024
70.79,70.1,72.48,69.87,10/2/2024
68.29,69.83,71.94,66.32,10/1/2024
68.73,68.17,69.31,67.58,09/30/24
67.46,68.18,68.66,67.06,09/27/24
69.85,67.67,69.99,66.95,09/26/24
71.59,69.69,71.74,69.24,09/25/24
70.72,71.56,72.39,70.44,09/24/24
71.28,70.37,71.82,69.5,09/23/24
71.12,71,71.45,70.37,09/20/24
69.11,71.16,71.54,69.1,09/19/24
71.13,69.88,70.31,68.59,09/18/24
70.54,71.19,71.92,69.6,09/17/24
69.2,70.09,70.7,68.65,09/16/24
69.23,68.65,70.33,68.48,09/13/24
67.38,68.97,69.8,67.24,9/12/2024
66.25,67.31,67.97,65.62,9/11/2024
68.73,65.75,69.08,65.27,9/10/2024
68.16,68.71,68.96,67.31,9/9/2024
69.34,67.67,70.14,67.17,9/6/2024
69.32,69.15,70.81,68.75,9/5/2024
70.23,69.2,71.46,68.81,9/4/2024
73.66,70.34,74.41,70.08,9/3/2024
76.03,73.55,76.58,73.36,08/30/24
74.34,75.91,76.91,74.06,08/29/24
75.74,74.52,75.96,73.82,08/28/24
77.06,75.53,77.48,75.4,08/27/24
75.04,77.42,77.59,75.04,08/26/24
72.97,74.83,75.07,72.84,08/23/24
72.22,73.01,73.52,71.58,08/22/24
73.05,71.93,74.17,71.47,08/21/24
0,73.17,74.38,72.54,08/20/24
76.32,74.37,76.84,74.16,08/19/24
77.92,76.65,78.24,75.54,08/16/24
77.46,78.16,78.6,76.92,08/15/24
78.66,76.98,79.1,76.82,08/14/24
79.65,78.35,80.15,78.16,08/13/24
76.98,80.06,80.16,76.69,8/12/2024
75.94,76.84,77.1,75.84,8/9/2024
75.52,76.19,76.52,74.6,8/8/2024
72.96,75.23,75.85,72.57,8/7/2024
73.92,73.2,74.57,72.21,8/6/2024
74.13,72.94,74.48,71.67,8/5/2024
76.92,73.52,77.32,72.97,8/2/2024
78.71,76.31,78.88,76.24,8/1/2024
75.29,77.91,78.67,75.17,07/31/24
75.94,74.73,75.98,74.6,07/30/24
77.25,75.81,77.69,75.36,07/29/24
78.28,77.16,78.6,76.19,07/26/24
77.5,78.28,78.47,76.03,07/25/24
77.49,77.59,78.2,76.97,07/24/24
78.28,76.96,78.73,76.41,07/23/24
78.76,78.4,79.15,77.55,07/22/24
82.32,80.13,82.86,79.71,07/19/24
83.12,82.82,83.83,82.04,07/18/24
80.77,82.85,83.11,80.46,07/17/24
81.82,80.76,81.95,80.22,07/16/24
82.21,81.91,82.57,81.47,07/15/24
82.82,82.21,83.74,82.1,7/12/2024
82.4,82.62,83.13,81.63,7/11/2024
81.76,82.1,82.65,80.81,7/10/2024
82.24,81.41,82.48,81.25,7/9/2024
83.34,82.33,83.39,82.08,7/8/2024
83.59,83.16,84.52,83.03,7/5/2024
83.18,83.88,83.92,82.46,7/3/2024
83.46,82.81,84.38,82.72,7/2/2024
81.4,83.38,83.63,81.29,7/1/2024
81.85,81.54,82.72,80.97,06/28/24
80.91,81.74,82.04,80.51,06/27/24
80.75,80.9,81.63,80.16,06/26/24
81.74,80.83,81.93,80.55,06/25/24
80.56,81.63,81.77,80.21,06/24/24
81.31,80.73,81.79,80.34,06/21/24
0,81.29,81.52,80.3,06/20/24
80.5,81.57,81.95,79.76,06/18/24
78.51,80.33,80.93,77.98,06/17/24
78.06,78.45,79.15,77.72,06/14/24
78.32,78.62,78.9,77.67,06/13/24
78.16,78.5,79.32,77.89,6/12/2024
78.23,77.9,78.36,77.23,6/11/2024
75.31,77.74,78.28,75.21,6/10/2024
75.69,75.53,76.24,75.21,6/7/2024
74.3,75.55,75.79,74.08,6/6/2024
72.92,74.07,74.33,72.77,6/5/2024
74.02,73.25,74.12,72.48,6/4/2024
77.13,74.22,77.52,73.98,6/3/2024
77.89,76.99,78.62,76.66,05/31/24
79.24,77.91,79.4,77.64,05/30/24
80.23,79.23,80.62,79,05/29/24
77.79,79.83,80.29,77.71,05/28/24
77,77.72,78.04,76.15,05/24/24
77.33,76.87,78.66,76.42,05/23/24
78.24,77.57,78.41,77.23,05/22/24
0,78.66,0,77.65,05/21/24
80.01,79.8,80.61,79.2,05/20/24
79.39,80.06,80.14,79,05/17/24
78.92,79.23,79.84,78.2,05/16/24
78.43,78.63,78.91,76.69,05/15/24
79.2,78.02,79.38,77.86,05/14/24
78.25,79.12,79.49,77.77,05/13/24
79.58,78.26,79.97,78.12,5/10/2024
79.25,79.26,79.8,78.89,5/9/2024
78.33,78.99,79.26,76.9,5/8/2024
78.74,78.38,79.17,77.55,5/7/2024
78.23,78.48,79.09,77.91,5/6/2024
79.1,78.11,79.63,77.95,5/3/2024
79.07,78.95,79.89,78.41,5/2/2024
81.51,79,81.58,78.82,5/1/2024
82.75,81.93,83.3,80.95,04/30/24
83.66,82.63,83.91,82.4,04/29/24
83.8,83.85,84.46,83.35,04/26/24
82.81,83.57,83.82,82,04/25/24
83.39,82.81,83.7,82.42,04/24/24
82.08,83.36,83.45,80.88,04/23/24
81.75,81.9,82.29,80.71,04/22/24
83.15,83.14,86.29,81.3,04/19/24
82.93,82.73,83.45,81.58,04/18/24
85.34,82.69,85.5,82.55,04/17/24
85.65,85.36,86.18,84.74,04/16/24
85.97,85.41,86.19,84.06,04/15/24
85.67,85.66,87.7,85.26,4/12/2024
86.4,85.02,86.65,84.84,4/11/2024
85.34,86.21,86.38,84.54,4/10/2024
86.57,85.23,86.97,85.08,4/9/2024
86.52,86.43,87.11,84.68,4/8/2024
86.86,86.91,87.63,86.32,4/5/2024
85.64,86.59,87.21,84.64,4/4/2024
85.43,85.43,86.2,84.85,4/3/2024
84,85.15,85.5,83.86,4/2/2024
83.15,83.71,84.5,82.61,4/1/2024
81.74,83.17,83.21,81.5,03/28/24
81.27,81.35,81.73,80.55,03/27/24
82.01,81.62,82.36,81.2,03/26/24
80.87,81.95,82.47,80.6,03/25/24
80.77,80.63,81.46,80.41,03/22/24
81.43,81.07,81.91,80.3,03/21/24
0,81.27,82.65,80.83,03/20/24
82.73,83.47,83.87,82.38,03/19/24
81.03,82.72,83.09,80.99,03/18/24
81.03,81.04,81.44,80.49,03/15/24
79.54,81.26,81.62,79.54,03/14/24
77.95,79.72,79.91,77.58,03/13/24
78.08,77.56,78.71,77.35,3/12/2024
0,77.93,78.47,76.79,3/11/2024
79.47,78.01,79.98,77.56,3/8/2024
79.13,78.93,79.53,78.02,3/7/2024
78.15,79.13,80.68,78,3/6/2024
78.74,78.15,79.5,77.52,3/5/2024
80.14,78.74,80.43,78.55,3/4/2024
78.32,79.97,80.85,78.05,3/1/2024
78.29,78.26,79.27,77.93,02/29/24
78.5,78.54,79.62,77.78,02/28/24
77.66,78.87,78.98,77.17,02/27/24
76.41,77.58,78.02,75.85,02/26/24
78.34,76.49,78.47,76.35,02/23/24
78.24,78.61,78.93,77.23,02/22/24
77.22,77.91,78.08,76.32,02/21/24
78.27,77.04,78.58,76.77,02/20/24
78.17,79.19,79.46,77.21,02/16/24
76.6,78.03,78.44,75.78,02/15/24
77.73,76.64,78.77,76.39,02/14/24
76.99,77.87,78.47,76.87,02/13/24
76.57,76.92,77.09,75.54,2/12/2024
76.46,76.84,77.29,75.93,2/9/2024
74.08,74.04,74.11,73.95,2/8/2024
73.48,73.86,74.22,73.23,2/7/2024
72.77,73.31,73.82,72.38,2/6/2024
72.74,72.78,73.29,71.41,2/5/2024
73.92,72.28,74.51,71.8,2/2/2024
75.93,73.82,76.95,73.72,2/1/2024
77.85,75.85,78.1,75.51,01/31/24
77.07,77.82,78.15,75.84,01/30/24
78.88,76.78,79.29,76.42,01/29/24
77.1,78.01,78.28,76.07,01/26/24
75.36,77.36,77.5,75.16,01/25/24
74.5,75.09,75.84,73.95,01/24/24
74.66,74.37,75.25,73.41,01/23/24
73.58,74.76,75.45,72.57,01/22/24
73.8,73.41,74.91,73.21,01/19/24
72.83,74.08,74.36,72.18,01/18/24
72,72.56,72.94,70.51,01/17/24
72.67,72.4,73.56,71.23,01/16/24
72.98,72.68,75.25,72.36,1/12/2024
71.46,72.02,73.8,71.17,1/11/2024
72.24,71.37,73.58,71.01,1/10/2024
70.87,72.24,72.92,70.48,1/9/2024
73.74,70.77,73.95,70.13,1/8/2024
72.38,73.81,74.24,72.21,1/5/2024
73.1,72.19,73.99,71.06,1/4/2024
70.53,72.7,73.26,69.29,1/3/2024
71.7,70.38,73.64,70.06,1/2/2024
72.13,71.65,72.63,71.25,12/29/23
73.83,71.77,74.41,71.72,12/28/23
75.45,74.11,75.66,73.77,12/27/23
73.58,75.57,76.19,73.13,12/26/23
73.88,73.56,74.98,73.39,12/22/23
73.8,73.89,74.59,72.47,12/21/23
74.2,74.22,75.37,73.61,12/20/23
0,73.94,74.47,72.13,12/19/23
71.77,72.47,74.25,70.59,12/18/23
71.48,71.43,72.87,70.31,12/15/23
69.76,71.58,72.44,69.54,12/14/23
68.75,69.47,69.88,67.71,12/13/23
71.39,68.61,71.95,68.2,12/12/2023
71.23,71.32,71.82,70.35,12/11/2023
69.71,71.23,71.61,69.5,12/8/2023
69.4,69.34,70.48,68.79,12/7/2023
72.07,69.38,72.6,69.1,12/6/2023
73.25,72.32,74.13,72,12/5/2023
74.55,73.04,75.03,72.63,12/4/2023
75.61,74.07,76.76,73.94,12/1/2023
77.76,75.96,79.6,75.03,11/30/23
76.55,77.86,78.1,75.67,11/29/23
75.03,76.41,77.01,74.64,11/28/23
75.23,74.86,76.23,74.05,11/27/23
76.8,75.54,77.09,75.07,11/24/23
77.81,77.1,77.97,73.8,11/22/23
77.61,77.77,77.92,76.92,11/21/23
75.96,77.83,78.47,75.42,11/20/23
72.86,75.89,75.96,72.77,11/17/23
76.55,72.9,76.63,72.12,11/16/23
78.2,76.66,78.77,76.31,11/15/23
78.46,78.26,79.77,77.8,11/14/23
77.28,78.26,78.64,76.22,11/13/23
75.59,77.17,77.73,75.32,11/10/2023
75.58,75.74,77.17,75.21,11/9/2023
77.13,75.33,77.53,74.93,11/8/2023
80.92,77.37,81.15,77.08,11/7/2023
81.03,80.82,82.26,80.66,11/6/2023
82.48,80.51,83.6,80.09,11/3/2023
80.92,82.46,82.83,80.25,11/2/2023
81.43,80.44,83.42,80.31,11/1/2023
82.59,81.02,83.38,80.74,10/31/23
85.07,82.31,85.28,81.82,10/30/23
83.51,85.54,85.9,83.09,10/27/23
85.29,83.21,85.65,82.57,10/26/23
83.71,85.39,85.57,82.1,10/25/23
86.16,83.74,86.29,82.92,10/24/23
88,85.49,88.3,85.35,10/23/23
0,88.08,89.85,87.53,10/20/23
87.6,89.37,89.4,86.59,10/19/23
87.79,88.32,89.87,87.19,10/18/23
86.97,86.66,87.75,85.59,10/17/23
87.72,86.66,88.34,86.32,10/16/23
83.51,87.69,87.83,83.23,10/13/23
83.33,82.91,85.2,82.31,10/12/2023
85.97,83.49,86.51,83.11,10/11/2023
86.48,85.97,86.74,85.11,10/10/2023
84.74,86.38,87.23,84.68,10/9/2023
82.42,82.79,83.27,81.5,10/6/2023
84.45,82.31,84.91,82.15,10/5/2023
89.44,84.22,89.59,84.16,10/4/2023
88.68,89.23,90.27,87.76,10/3/2023
90.81,88.82,91.87,88.45,10/2/2023
91.74,90.79,93.1,90.36,09/29/23
93.72,91.71,95.03,91.39,09/28/23
90.53,93.68,94.17,90.41,09/27/23
89.87,90.39,90.73,88.2,09/26/23
90.55,89.68,90.83,89.03,09/25/23
89.6,90.03,91.33,89.32,09/22/23
89.23,89.63,90.98,88.37,09/21/23
0,89.66,91.07,88.96,09/20/23
92.18,91.2,93.74,91.13,09/19/23
91.18,91.48,92.42,90.76,09/18/23
90.69,90.77,91.24,89.22,09/15/23
88.8,90.16,90.78,88.69,09/14/23
88.8,88.52,89.64,88.27,09/13/23
87.32,88.84,89.37,87.2,9/12/2023
87.41,87.29,88.16,86.72,9/11/2023
86.76,87.51,87.95,86.16,9/8/2023
87.59,86.87,87.74,86.39,9/7/2023
86.73,87.54,88.1,85.94,9/6/2023
85.97,86.69,88.07,85.01,9/5/2023
83.51,85.55,86.09,83.44,9/1/2023
81.71,83.63,83.69,81.48,08/31/23
81.28,81.63,82.05,80.88,08/30/23
79.99,81.16,81.41,79.35,08/29/23
80.06,80.1,80.87,79.61,08/28/23
78.88,79.83,80.45,78.15,08/25/23
78.6,79.05,79.28,77.6,08/24/23
79.61,78.89,79.9,77.62,08/23/23
0,79.64,80.38,79.47,08/22/23
81.44,80.72,82.62,80.62,08/21/23
80.01,81.25,81.61,79.6,08/18/23
79.3,80.39,81.08,78.95,08/17/23
81.15,79.38,81.42,79.05,08/16/23
82.5,80.99,82.91,80.41,08/15/23
83.05,82.51,83.19,81.77,08/14/23
82.77,83.19,83.81,82.22,8/11/2023
84.23,82.82,84.89,82.59,8/10/2023
82.86,84.4,84.65,82.68,8/9/2023
82.51,82.92,83.08,79.91,8/8/2023
82.81,81.94,83.32,81.53,8/7/2023
81.73,82.82,83.23,81.52,8/4/2023
79.7,81.55,81.87,78.69,8/3/2023
82.16,79.49,82.43,79.05,8/2/2023
81.73,81.37,82.24,80.6,8/1/2023
80.7,81.8,81.99,80.14,07/31/23
79.92,80.58,80.72,79.06,07/28/23
78.9,80.09,80.6,78.84,07/27/23
79.3,78.78,79.77,78.54,07/26/23
78.91,79.63,79.9,78.29,07/25/23
76.97,78.74,79.28,76.44,07/24/23
75.75,77.07,77.29,75.68,07/21/23
0,75.65,76.15,74.5,07/20/23
75.71,75.35,77.02,75.08,07/19/23
74.17,75.75,75.98,73.88,07/18/23
75.03,74.15,76.08,73.85,07/17/23
77.18,75.42,77.29,75.12,07/14/23
75.79,76.89,77.33,75.33,07/13/23
74.82,75.75,76.16,74.67,7/12/2023
73.13,74.83,74.96,72.98,7/11/2023
73.86,72.99,74.16,72.68,7/10/2023
71.85,73.86,73.92,71.19,7/7/2023
71.82,71.8,72.34,70.22,7/6/2023
70.05,71.79,72.17,69.9,7/5/2023
70.47,69.79,71.77,69.69,7/3/2023
69.79,70.64,71.04,69.54,06/30/23
69.21,69.86,70.6,68.93,06/29/23
68.03,69.56,69.73,67.05,06/28/23
69.5,67.7,70.14,67.48,06/27/23
0,69.37,0,0,06/26/23
69.5,69.16,69.64,67.35,06/23/23
72.37,69.51,72.65,68.92,06/22/23
70.85,72.53,72.71,70.8,06/21/23
71.91,71.19,72.38,69.78,06/20/23
70.63,71.93,71.84,69.94,06/16/23
68.63,70.62,70.96,67.98,06/15/23
69.29,68.27,70.49,68.07,06/14/23
67.41,69.42,69.83,67.16,06/13/23
70.29,67.12,70.4,66.8,6/12/2023
70.94,70.17,71.78,70.1,6/9/2023
72.49,71.29,73.28,69.02,6/8/2023
71.53,72.53,73.2,71.01,6/7/2023
71.94,71.74,72.32,70.13,6/6/2023
74.17,72.15,75.32,71.72,6/5/2023
70.31,71.74,72.17,70,6/2/2023
67.5,70.1,71.07,67.5,6/1/2023
69.59,68.09,69.69,67.02,05/31/23
73.24,69.46,73.55,69.02,05/30/23
71.83,72.67,73.05,71,05/26/23
74.21,71.83,74.36,70.98,05/25/23
73.76,74.34,74.73,73.14,05/24/23
72.08,72.91,73.79,71.72,05/23/23
71.86,72.05,72.53,70.68,05/22/23
71.85,71.69,73.4,70.98,05/19/23
72.68,71.86,72.88,71.43,05/18/23
70.48,72.83,73.25,70.05,05/17/23
71.34,70.86,71.78,70.45,05/16/23
70.09,71.11,71.7,69.41,05/15/23
71.42,70.04,71.77,69.94,5/12/2023
72.38,70.87,73.49,70.63,5/11/2023
73.54,72.56,73.89,71.81,5/10/2023
72.77,73.71,73.77,71.34,5/9/2023
71.32,73.16,73.69,71.03,5/8/2023
68.61,71.34,71.8,68.49,5/5/2023
68.21,68.56,69.83,62.4,5/4/2023
71.55,68.6,71.79,67.95,5/3/2023
75.74,71.66,76.11,71.42,5/2/2023
76.68,75.66,76.71,74.54,5/1/2023
74.83,76.78,76.92,73.93,04/28/23
74.38,74.76,75.28,74.03,04/27/23
77.13,74.3,77.92,74.06,04/26/23
78.52,77.07,79.07,76.52,04/25/23
77.99,78.76,79.19,76.71,04/24/23
77.24,77.87,78.38,76.73,04/21/23
0,77.37,0,76.97,04/20/23
80.93,79.16,81.4,78.45,04/19/23
81.04,80.86,81.49,79.88,04/18/23
82.45,80.83,82.71,80.46,04/17/23
82.32,82.52,83.12,81.77,04/14/23
83.25,82.16,83.44,82.11,04/13/23
81.47,83.26,83.53,81.28,4/12/2023
79.88,81.53,81.59,79.38,4/11/2023
80.51,79.74,81.21,79.59,4/10/2023
0,80.7,0,0,4/7/2023
80.35,80.7,80.96,79.65,4/6/2023
81,80.61,81.23,79.73,4/5/2023
80.63,80.71,81.8,79.62,4/4/2023
79.14,80.42,81.79,79,4/3/2023
74.37,75.67,75.8,73.76,03/31/23
72.88,74.37,74.62,72.6,03/30/23
73.58,72.97,74.37,72.77,03/29/23
72.87,73.2,73.93,72.2,03/28/23
69.4,72.81,73.09,69.11,03/27/23
69.5,69.26,70.38,66.82,03/24/23
69.92,69.96,71.67,69.14,03/23/23
69.51,70.9,71.3,68.9,03/22/23
0,69.67,69.76,66.88,03/21/23
66.66,67.64,67.68,64.09,03/20/23
68.24,66.74,69.64,65.21,03/17/23
68.37,68.35,69.37,65.72,03/16/23
71.52,67.61,72.56,65.65,03/15/23
74.73,71.33,74.77,70.78,03/14/23
76.68,76.46,77.47,76.15,03/13/23
75.67,76.68,77.13,74.76,3/10/2023
76.58,75.72,78.05,75.43,3/9/2023
77.33,76.66,77.73,76.11,3/8/2023
80.48,77.58,80.94,77.06,3/7/2023
79.88,80.46,80.64,78.32,3/6/2023
78.01,79.68,79.91,75.84,3/3/2023
77.76,78.16,78.59,77.23,3/2/2023
